anon_id,event_name,event_ts,event_property
a_3092924926,company_search,2026-07-08 08:00:00,JPMorgan
a_1094955364,login,2026-03-26 03:00:00,
a_9681170791,company_search,2026-04-04 22:00:00,Bank of America
a_6032370598,login,2026-07-22 09:00:00,
a_5265556289,login,2026-05-10 17:00:00,
a_2890767811,content_view,2026-04-06 23:00:00,
a_6696307333,login,2026-02-09 01:00:00,
a_2197509936,mentor_booking,2026-05-27 08:00:00,
a_7936507225,content_view,2026-01-29 16:00:00,
a_7421738729,course_preview,2026-01-08 00:00:00,Networking 101
a_1432802016,live_resume_session,2026-02-27 23:00:00,
a_7371191837,login,2026-02-12 16:00:00,
a_8184119674,login,2026-06-19 06:00:00,
a_1635206030,course_preview,2026-05-06 20:00:00,Networking 101
a_6426671073,company_search,2026-07-23 07:00:00,Blackstone
a_6914438162,company_search,2026-06-09 00:00:00,Jefferies
a_6257450962,content_view,2026-05-11 06:00:00,
a_7475751537,login,2026-02-06 00:00:00,
a_7169282798,course_preview,2026-03-18 04:00:00,IB Interview Prep
a_3020456676,content_view,2026-03-01 02:00:00,
a_9617658664,content_view,2026-06-02 08:00:00,
a_9249982849,content_view,2026-05-02 00:00:00,
a_5256878920,login,2026-03-03 08:00:00,
a_5170631353,login,2026-04-11 02:00:00,
a_7653651649,content_view,2026-02-24 07:00:00,
a_4420844129,login,2026-05-14 18:00:00,
a_8781470586,content_view,2026-03-25 14:00:00,
a_8179352608,content_view,2026-03-07 23:00:00,
a_8958578208,content_view,2026-07-06 01:00:00,
a_7473237956,login,2026-01-29 01:00:00,
a_1504624147,login,2026-03-22 04:00:00,
a_5961565801,content_view,2026-05-10 16:00:00,
a_5674541758,login,2026-02-12 17:00:00,
a_5635258623,content_view,2026-02-06 13:00:00,
a_4312369352,content_view,2026-04-23 11:00:00,
a_6811767327,content_view,2026-05-29 21:00:00,
a_3349507267,login,2026-01-12 15:00:00,
a_3162585120,content_view,2026-05-06 22:00:00,
a_4037309927,content_view,2026-02-18 18:00:00,
a_5552310889,login,2026-06-12 15:00:00,
a_8504702599,content_view,2026-02-16 08:00:00,
a_6080027684,login,2026-02-19 07:00:00,
a_4088320096,company_search,2026-03-24 10:00:00,Goldman Sachs
a_1389667168,forum_post,2026-06-07 13:00:00,
a_6595661022,content_view,2026-03-04 19:00:00,
a_2840398746,login,2026-02-03 20:00:00,
a_4001737794,login,2026-04-28 09:00:00,
a_3414071789,login,2026-01-10 12:00:00,
a_5851907187,login,2026-03-08 12:00:00,
a_8833018875,login,2026-01-07 07:00:00,
a_9621242419,login,2026-03-27 13:00:00,
a_6352420673,content_view,2026-02-11 20:00:00,
a_4168126094,content_view,2026-03-29 11:00:00,
a_7015115783,content_view,2026-04-26 02:00:00,
a_1430140893,live_resume_session,2026-01-29 13:00:00,
a_7540491628,content_view,2026-06-02 16:00:00,
a_4298554993,content_view,2026-04-23 03:00:00,
a_6485804623,forum_post,2026-05-05 17:00:00,
a_6156439200,course_preview,2026-03-20 16:00:00,Valuation
a_3511136153,login,2026-02-18 04:00:00,
a_3698809100,content_view,2026-06-04 11:00:00,
a_2816940023,content_view,2026-07-24 05:00:00,
a_2949891584,login,2026-01-15 09:00:00,
a_4691610267,content_view,2026-03-20 14:00:00,
a_3787704110,login,2026-02-04 10:00:00,
a_6456742329,content_view,2026-05-28 17:00:00,
a_6780728356,login,2026-05-29 17:00:00,
a_6277046271,content_view,2026-07-28 04:00:00,
a_5632216790,company_search,2026-01-18 16:00:00,Evercore
a_4684941306,content_view,2026-02-03 03:00:00,
a_7652175959,content_view,2026-04-07 01:00:00,
a_8890843506,mentor_booking,2026-07-29 16:00:00,
a_3473425501,content_view,2026-05-05 21:00:00,
a_5780656466,course_preview,2026-06-02 11:00:00,Networking 101
a_9071524503,content_view,2026-06-18 13:00:00,
a_4322613863,content_view,2026-02-26 08:00:00,
a_4967599636,forum_post,2026-02-16 20:00:00,
a_5485587713,login,2026-01-30 02:00:00,
a_7094199895,content_view,2026-02-14 14:00:00,
a_7788135842,content_view,2026-06-29 18:00:00,
a_2594574324,login,2026-05-22 23:00:00,
a_1389667168,content_view,2026-07-14 12:00:00,
a_6394600949,login,2026-06-25 10:00:00,
a_5412939860,login,2026-01-16 20:00:00,
a_9049853744,company_search,2026-01-27 01:00:00,JPMorgan
a_8056457501,content_view,2026-05-29 04:00:00,
a_8903675360,login,2026-06-14 13:00:00,
a_3516074164,content_view,2026-04-20 07:00:00,
a_4740922457,live_resume_session,2026-03-07 00:00:00,
a_4996995871,content_view,2026-03-20 10:00:00,
a_4086514636,login,2026-02-12 09:00:00,
a_7288479270,content_view,2026-02-28 23:00:00,
a_7570714128,forum_post,2026-01-30 23:00:00,
a_8963030477,company_search,2026-02-24 12:00:00,JPMorgan
a_9105074072,forum_post,2026-02-10 19:00:00,
a_3457945957,login,2026-04-24 01:00:00,
a_7675729432,login,2026-02-21 12:00:00,
a_6348826259,content_view,2026-01-29 10:00:00,
a_3329468120,content_view,2026-07-26 20:00:00,
a_1162728070,content_view,2026-03-16 21:00:00,
a_2252770224,login,2026-07-07 04:00:00,
a_1073838446,content_view,2026-06-28 17:00:00,
a_2367481541,content_view,2026-05-19 16:00:00,
a_5486212100,content_view,2026-01-20 20:00:00,
a_4717232038,mentor_booking,2026-01-28 07:00:00,
a_2756501075,forum_post,2026-01-08 17:00:00,
a_6548938478,content_view,2026-05-31 23:00:00,
a_6789338348,content_view,2026-07-10 04:00:00,
a_4247901317,content_view,2026-06-29 20:00:00,
a_4433159651,login,2026-02-06 10:00:00,
a_9174851742,course_preview,2026-01-10 08:00:00,Networking 101
a_5725752757,login,2026-03-26 10:00:00,
a_7670513547,login,2026-03-16 06:00:00,
a_1637128659,content_view,2026-03-28 15:00:00,
a_1450752224,mentor_booking,2026-05-29 23:00:00,
a_2060937875,content_view,2026-02-06 14:00:00,
a_7664284431,login,2026-07-17 12:00:00,
a_9024551518,login,2026-05-23 04:00:00,
a_5284692666,content_view,2026-06-16 04:00:00,
a_8409100469,content_view,2026-01-27 14:00:00,
a_8564836508,content_view,2026-02-08 00:00:00,
a_9253962221,content_view,2026-07-21 05:00:00,
a_8504702599,login,2026-05-12 17:00:00,
a_8534400626,course_preview,2026-02-02 20:00:00,LBO Mastery
a_1410869941,live_resume_session,2026-03-25 04:00:00,
a_8569282175,login,2026-07-14 16:00:00,
a_5418768395,content_view,2026-05-11 13:00:00,
a_5961565801,content_view,2026-03-03 04:00:00,
a_2444614935,content_view,2026-02-15 09:00:00,
a_4748428824,content_view,2026-04-01 06:00:00,
a_6339400065,login,2026-02-27 15:00:00,
a_2690111726,login,2026-05-08 07:00:00,
a_3835128080,content_view,2026-05-18 02:00:00,
a_5720154404,company_search,2026-02-01 13:00:00,Evercore
a_6331079739,content_view,2026-05-23 09:00:00,
a_6569995981,company_search,2026-04-06 07:00:00,Morgan Stanley
a_1001969046,course_preview,2026-06-22 01:00:00,Valuation
a_4637409936,content_view,2026-06-10 02:00:00,
a_3111144493,content_view,2026-02-03 08:00:00,
a_5153838688,content_view,2026-07-17 11:00:00,
a_3507786658,company_search,2026-02-21 08:00:00,Morgan Stanley
a_8602168067,course_preview,2026-03-09 16:00:00,IB Interview Prep
a_1042699594,content_view,2026-04-08 14:00:00,
a_7540491628,resume_tool_use,2026-06-09 14:00:00,
a_1102593065,login,2026-02-10 20:00:00,
a_6595661022,login,2026-05-14 09:00:00,
a_3899406871,login,2026-07-26 03:00:00,
a_4389292187,content_view,2026-03-30 02:00:00,
a_6258087983,login,2026-05-16 02:00:00,
a_7428619807,content_view,2026-01-13 01:00:00,
a_1871701439,login,2026-02-22 16:00:00,
a_3858958308,login,2026-05-23 23:00:00,
a_5906840502,company_search,2026-04-14 08:00:00,Citi
a_8547339388,login,2026-07-23 03:00:00,
a_5230030012,company_search,2026-03-08 06:00:00,Blackstone
a_8887166663,company_search,2026-04-14 07:00:00,Evercore
a_6988342181,company_search,2026-03-07 08:00:00,JPMorgan
a_6922375905,content_view,2026-05-16 00:00:00,
a_7653651649,content_view,2026-03-02 00:00:00,
a_2292762529,login,2026-04-13 22:00:00,
a_4891903518,content_view,2026-03-04 06:00:00,
a_1152011098,login,2026-02-25 01:00:00,
a_7476454974,login,2026-03-04 11:00:00,
a_8258913287,content_view,2026-07-03 20:00:00,
a_1638148848,course_preview,2026-07-16 02:00:00,IB Interview Prep
a_9066002714,resume_tool_use,2026-01-26 17:00:00,
a_2973581683,content_view,2026-02-23 11:00:00,
a_2895966341,content_view,2026-07-07 10:00:00,
a_6258087983,content_view,2026-04-14 09:00:00,
a_2080253431,content_view,2026-07-05 18:00:00,
a_5031644445,content_view,2026-07-23 00:00:00,
a_7633579856,content_view,2026-07-10 23:00:00,
a_3756257907,login,2026-06-29 12:00:00,
a_8475442666,content_view,2026-07-14 17:00:00,
a_3211597469,forum_post,2026-05-22 23:00:00,
a_4479515471,content_view,2026-05-10 03:00:00,
a_4898029834,forum_post,2026-07-24 22:00:00,
a_7056863010,login,2026-03-11 19:00:00,
a_1319016047,login,2026-03-25 15:00:00,
a_3707239027,content_view,2026-05-06 12:00:00,
a_6999072477,content_view,2026-01-05 02:00:00,
a_4807368718,login,2026-03-14 13:00:00,
a_1145529482,content_view,2026-05-16 17:00:00,
a_5690251310,content_view,2026-06-04 06:00:00,
a_9287710187,content_view,2026-05-30 00:00:00,
a_3020456676,content_view,2026-04-15 08:00:00,
a_8114694658,content_view,2026-07-26 13:00:00,
a_9548310591,login,2026-03-11 22:00:00,
a_2320784602,content_view,2026-01-23 20:00:00,
a_3032456299,content_view,2026-05-30 17:00:00,
a_9703498025,login,2026-04-29 04:00:00,
a_7675544438,login,2026-01-10 03:00:00,
a_3515996759,content_view,2026-06-14 00:00:00,
a_4565200200,content_view,2026-07-08 13:00:00,
a_8491231158,content_view,2026-04-23 10:00:00,
a_5751364325,login,2026-02-03 09:00:00,
a_6822749735,content_view,2026-03-19 08:00:00,
a_5172682982,content_view,2026-03-13 16:00:00,
a_3342610814,login,2026-05-17 19:00:00,
a_1709001306,content_view,2026-02-03 16:00:00,
a_9142953943,content_view,2026-05-01 14:00:00,
a_9377426513,company_search,2026-02-23 02:00:00,Evercore
a_5564640558,content_view,2026-03-01 12:00:00,
a_8300577724,login,2026-07-08 04:00:00,
a_8285718364,content_view,2026-05-24 06:00:00,
a_5646191431,login,2026-01-13 02:00:00,
a_1453567029,login,2026-03-24 21:00:00,
a_2695437871,content_view,2026-05-30 08:00:00,
a_5717776132,course_preview,2026-06-04 08:00:00,Valuation
a_2510650045,content_view,2026-06-13 18:00:00,
a_7432759584,course_preview,2026-02-05 10:00:00,Financial Modeling
a_9580559817,login,2026-02-18 06:00:00,
a_9136833265,content_view,2026-02-20 05:00:00,
a_1584453161,content_view,2026-04-15 00:00:00,
a_6988267358,course_preview,2026-02-23 17:00:00,Networking 101
a_7989473184,content_view,2026-01-08 16:00:00,
a_3746100862,content_view,2026-04-20 22:00:00,
a_3092924926,forum_post,2026-02-25 11:00:00,
a_6922375905,course_preview,2026-04-23 07:00:00,LBO Mastery
a_7661319496,content_view,2026-07-13 13:00:00,
a_9950953398,login,2026-04-30 17:00:00,
a_4096515326,content_view,2026-05-10 17:00:00,
a_5719635367,content_view,2026-01-31 02:00:00,
a_2510650045,content_view,2026-06-02 21:00:00,
a_9030687210,live_resume_session,2026-07-21 15:00:00,
a_6682342678,course_preview,2026-02-01 02:00:00,Networking 101
a_5379947087,company_search,2026-01-25 13:00:00,Bank of America
a_9338728868,content_view,2026-04-08 04:00:00,
a_7879114850,content_view,2026-02-19 11:00:00,
a_1159591459,content_view,2026-07-30 10:00:00,
a_6574188287,content_view,2026-02-13 02:00:00,
a_4690060637,content_view,2026-05-22 17:00:00,
a_1005739105,login,2026-03-30 11:00:00,
a_7683377075,content_view,2026-03-13 10:00:00,
a_4607647538,company_search,2026-01-14 23:00:00,Morgan Stanley
a_3555637329,login,2026-01-28 09:00:00,
a_7704987402,course_preview,2026-02-20 15:00:00,IB Interview Prep
a_6457565928,content_view,2026-02-09 14:00:00,
a_4586569321,login,2026-05-10 06:00:00,
a_2083389702,login,2026-07-21 07:00:00,
a_3027172984,company_search,2026-05-05 20:00:00,Morgan Stanley
a_3334568322,login,2026-07-07 04:00:00,
a_7704987402,content_view,2026-01-05 10:00:00,
a_4240281591,content_view,2026-06-03 20:00:00,
a_7873418873,content_view,2026-07-28 10:00:00,
a_6277691696,company_search,2026-02-28 17:00:00,Bank of America
a_9009279107,login,2026-06-26 23:00:00,
a_5412939860,forum_post,2026-05-05 05:00:00,
a_5736178363,content_view,2026-06-19 18:00:00,
a_7218021659,login,2026-06-10 15:00:00,
a_4151485730,content_view,2026-06-03 06:00:00,
a_9080084243,login,2026-01-06 19:00:00,
a_4447391793,content_view,2026-03-31 13:00:00,
a_2495757520,forum_post,2026-01-30 06:00:00,
a_4865973205,company_search,2026-02-19 21:00:00,Bank of America
a_2274875018,content_view,2026-07-09 02:00:00,
a_5230296127,company_search,2026-01-24 05:00:00,Jefferies
a_7533820065,login,2026-03-03 01:00:00,
a_8929250630,content_view,2026-02-26 01:00:00,
a_2185323468,company_search,2026-02-07 20:00:00,Citi
a_7250614238,company_search,2026-01-08 19:00:00,Blackstone
a_4121432219,content_view,2026-04-08 02:00:00,
a_1554708462,company_search,2026-05-27 20:00:00,Evercore
a_5216239264,login,2026-05-23 05:00:00,
a_8346215020,content_view,2026-06-29 13:00:00,
a_1477859616,content_view,2026-06-19 23:00:00,
a_5296905535,content_view,2026-04-22 10:00:00,
a_7453466611,login,2026-03-16 13:00:00,
a_6581024070,company_search,2026-03-16 22:00:00,Goldman Sachs
a_9353279154,content_view,2026-01-17 03:00:00,
a_3367173583,content_view,2026-05-23 07:00:00,
a_2771113916,login,2026-07-30 17:00:00,
a_2157061906,content_view,2026-02-06 09:00:00,
a_2737010856,login,2026-07-02 18:00:00,
a_1430140893,login,2026-01-11 18:00:00,
a_1638148848,course_preview,2026-07-05 11:00:00,IB Interview Prep
a_7371191837,login,2026-04-04 13:00:00,
a_7255921355,login,2026-06-14 07:00:00,
a_9270000708,login,2026-05-22 05:00:00,
a_3162585120,content_view,2026-04-07 07:00:00,
a_2493285346,content_view,2026-02-18 13:00:00,
a_9984208765,content_view,2026-06-18 07:00:00,
a_7288479270,login,2026-03-20 23:00:00,
a_1647647103,company_search,2026-02-06 07:00:00,Goldman Sachs
a_9659337392,content_view,2026-05-27 03:00:00,
a_3800832008,company_search,2026-06-26 12:00:00,Evercore
a_2547985258,content_view,2026-02-09 04:00:00,
a_7133670390,content_view,2026-07-22 00:00:00,
a_2864926693,forum_post,2026-06-15 17:00:00,
a_1261678934,content_view,2026-03-31 00:00:00,
a_4285573853,content_view,2026-06-24 08:00:00,
a_5824154914,content_view,2026-02-15 10:00:00,
a_5992708267,content_view,2026-07-29 05:00:00,
a_3923440017,content_view,2026-03-28 15:00:00,
a_6744563250,login,2026-07-17 23:00:00,
a_4357244343,content_view,2026-04-24 18:00:00,
a_2485748146,content_view,2026-02-26 21:00:00,
a_6277691696,content_view,2026-03-01 22:00:00,
a_5018345700,mentor_booking,2026-07-30 15:00:00,
a_6360299372,login,2026-03-28 17:00:00,
a_5133782534,login,2026-01-05 05:00:00,
a_6485804623,login,2026-03-04 14:00:00,
a_4168126094,content_view,2026-01-27 12:00:00,
a_2495757520,login,2026-06-18 13:00:00,
a_2122785580,login,2026-06-17 03:00:00,
a_5640934773,content_view,2026-02-07 00:00:00,
a_1010667842,content_view,2026-01-07 06:00:00,
a_6703923866,content_view,2026-06-06 07:00:00,
a_1872924594,login,2026-03-26 23:00:00,
a_8792706759,mentor_booking,2026-06-30 06:00:00,
a_3613919612,company_search,2026-06-19 20:00:00,Citi
a_9035087325,forum_post,2026-03-29 23:00:00,
a_2864926693,content_view,2026-06-03 11:00:00,
a_7768913559,resume_tool_use,2026-02-10 21:00:00,
a_6914438162,login,2026-05-13 10:00:00,
a_3391578683,content_view,2026-02-10 19:00:00,
a_1647647103,content_view,2026-01-09 23:00:00,
a_2405046981,forum_post,2026-01-19 15:00:00,
a_1410869941,content_view,2026-04-07 01:00:00,
a_8576432131,content_view,2026-04-15 11:00:00,
a_7664284431,login,2026-01-29 20:00:00,
a_8815357375,company_search,2026-01-26 09:00:00,Evercore
a_7367179076,login,2026-07-01 08:00:00,
a_6456689002,login,2026-02-04 15:00:00,
a_1157448045,forum_post,2026-01-08 07:00:00,
a_4930574770,content_view,2026-06-04 18:00:00,
a_5863777979,login,2026-03-21 22:00:00,
a_3298336150,content_view,2026-06-18 06:00:00,
a_9246972668,content_view,2026-04-12 17:00:00,
a_7813771922,content_view,2026-03-25 23:00:00,
a_8636738420,content_view,2026-02-02 03:00:00,
a_6519716361,company_search,2026-01-30 03:00:00,Morgan Stanley
a_8169418321,live_resume_session,2026-06-09 11:00:00,
a_4322613863,content_view,2026-06-06 22:00:00,
a_6456742329,content_view,2026-02-06 20:00:00,
a_6929794356,company_search,2026-06-02 22:00:00,Evercore
a_5165762348,login,2026-06-07 10:00:00,
a_9727527960,content_view,2026-04-14 16:00:00,
a_6703923866,content_view,2026-01-21 03:00:00,
a_7567361907,course_preview,2026-01-18 18:00:00,IB Interview Prep
a_7122189649,login,2026-04-06 18:00:00,
a_5329813382,content_view,2026-06-29 02:00:00,
a_5412939860,content_view,2026-01-10 18:00:00,
a_6384069808,login,2026-01-14 18:00:00,
a_7536377195,company_search,2026-02-23 23:00:00,Citi
a_4398892146,content_view,2026-05-23 07:00:00,
a_6916493193,forum_post,2026-05-22 02:00:00,
a_9066002714,content_view,2026-04-17 11:00:00,
a_1796163577,login,2026-06-05 06:00:00,
a_4295822158,company_search,2026-07-24 10:00:00,Morgan Stanley
a_4454844016,content_view,2026-03-10 04:00:00,
a_2838982572,login,2026-03-23 12:00:00,
a_2617412673,content_view,2026-01-22 04:00:00,
a_5776392189,forum_post,2026-05-07 10:00:00,
a_3274139560,content_view,2026-05-28 17:00:00,
a_2624557560,content_view,2026-01-30 07:00:00,
a_7683377075,content_view,2026-06-17 19:00:00,
a_8428115083,content_view,2026-01-09 22:00:00,
a_9509030808,login,2026-01-21 15:00:00,
a_5356440925,content_view,2026-03-12 15:00:00,
a_3650398279,content_view,2026-02-26 18:00:00,
a_2416254416,content_view,2026-07-29 09:00:00,
a_9580559817,content_view,2026-02-03 17:00:00,
a_1297221251,course_preview,2026-01-16 07:00:00,Networking 101
a_2844688501,content_view,2026-05-15 05:00:00,
a_8605061484,course_preview,2026-05-25 03:00:00,IB Interview Prep
a_6456742329,course_preview,2026-02-10 20:00:00,LBO Mastery
a_9093291239,forum_post,2026-04-28 07:00:00,
a_4736921469,content_view,2026-06-25 22:00:00,
a_5932607171,login,2026-02-11 17:00:00,
a_6493357826,content_view,2026-05-18 08:00:00,
a_6021539903,login,2026-06-22 03:00:00,
a_1570524417,login,2026-01-27 07:00:00,
a_2611120484,content_view,2026-02-11 05:00:00,
a_1521073801,login,2026-05-02 08:00:00,
a_6799265993,content_view,2026-04-21 15:00:00,
a_7543165272,content_view,2026-01-30 14:00:00,
a_8269770781,content_view,2026-06-02 14:00:00,
a_6257450962,content_view,2026-07-28 15:00:00,
a_4865973205,company_search,2026-07-29 20:00:00,JPMorgan
a_9444640434,content_view,2026-03-28 07:00:00,
a_6682342678,content_view,2026-08-01 09:00:00,
a_4966271473,content_view,2026-03-12 05:00:00,
a_4678269458,content_view,2026-01-17 21:00:00,
a_6068060020,course_preview,2026-03-05 07:00:00,Financial Modeling
a_1761338748,content_view,2026-07-19 03:00:00,
a_9600987579,forum_post,2026-03-04 23:00:00,
a_1776541417,content_view,2026-04-01 04:00:00,
a_1925822053,login,2026-03-03 17:00:00,
a_3559372524,content_view,2026-01-18 17:00:00,
a_8065435670,content_view,2026-06-21 17:00:00,
a_3092924926,login,2026-06-04 09:00:00,
a_3998959989,login,2026-02-14 02:00:00,
a_4247901317,content_view,2026-06-28 21:00:00,
a_7980523912,content_view,2026-05-27 01:00:00,
a_5305246585,forum_post,2026-02-12 15:00:00,
a_9271438596,resume_tool_use,2026-05-27 21:00:00,
a_8056057935,content_view,2026-03-13 07:00:00,
a_7619962858,login,2026-04-15 11:00:00,
a_4945668675,content_view,2026-05-10 20:00:00,
a_1476002177,content_view,2026-04-22 13:00:00,
a_4956472935,login,2026-03-31 15:00:00,
a_3351486761,content_view,2026-07-07 02:00:00,
a_3121939936,content_view,2026-07-07 12:00:00,
a_8933095842,login,2026-04-12 15:00:00,
a_8525345499,content_view,2026-07-29 16:00:00,
a_4916051326,login,2026-06-29 13:00:00,
a_5297658802,content_view,2026-01-25 20:00:00,
a_8764189207,content_view,2026-06-14 04:00:00,
a_2871044177,login,2026-07-01 13:00:00,
a_1848162818,content_view,2026-03-04 17:00:00,
a_7647184905,login,2026-07-16 04:00:00,
a_1656161652,login,2026-04-11 16:00:00,
a_1504624147,forum_post,2026-03-10 16:00:00,
a_5889518614,content_view,2026-05-17 06:00:00,
a_1152011098,content_view,2026-02-14 10:00:00,
a_8511417068,content_view,2026-02-21 09:00:00,
a_2495713072,login,2026-07-20 07:00:00,
a_2142736421,course_preview,2026-05-16 10:00:00,Valuation
a_2890767811,login,2026-03-29 17:00:00,
a_4416780903,forum_post,2026-03-14 08:00:00,
a_5033451798,forum_post,2026-05-12 11:00:00,
a_4894644543,company_search,2026-03-07 23:00:00,Blackstone
a_6692498609,forum_post,2026-02-22 16:00:00,
a_7978620692,content_view,2026-05-13 21:00:00,
a_6070292039,content_view,2026-02-03 09:00:00,
a_4638432702,content_view,2026-05-13 04:00:00,
a_2797202503,login,2026-01-09 06:00:00,
a_8302471997,login,2026-06-30 02:00:00,
a_3580133953,login,2026-08-02 14:00:00,
a_5626947208,resume_tool_use,2026-06-07 00:00:00,
a_4691610267,login,2026-02-01 00:00:00,
a_9445984999,login,2026-02-28 17:00:00,
a_6367940745,content_view,2026-03-05 08:00:00,
a_3899406871,live_resume_session,2026-04-14 13:00:00,
a_9092172196,content_view,2026-03-06 19:00:00,
a_2639926499,content_view,2026-03-27 00:00:00,
a_6496580133,company_search,2026-03-17 07:00:00,Jefferies
a_8142487333,login,2026-01-10 09:00:00,
a_6656820950,course_preview,2026-04-08 12:00:00,LBO Mastery
a_9864595626,content_view,2026-07-31 09:00:00,
a_8834924145,content_view,2026-03-14 12:00:00,
a_6948187018,company_search,2026-06-27 04:00:00,Evercore
a_1895370724,course_preview,2026-01-07 16:00:00,Valuation
a_7439685690,content_view,2026-04-25 11:00:00,
a_2341000835,content_view,2026-05-06 05:00:00,
a_7497202377,login,2026-07-11 10:00:00,
a_3739419313,content_view,2026-01-06 12:00:00,
a_7533820065,course_preview,2026-03-30 20:00:00,Valuation
a_2386345679,company_search,2026-05-09 17:00:00,Bank of America
a_9303901871,company_search,2026-01-07 09:00:00,Jefferies
a_8623735585,login,2026-07-25 21:00:00,
a_1691955849,resume_tool_use,2026-06-02 05:00:00,
a_3658398975,login,2026-01-14 01:00:00,
a_2757462083,company_search,2026-06-09 02:00:00,Goldman Sachs
a_9109642620,content_view,2026-07-13 00:00:00,
a_6136754470,forum_post,2026-04-16 18:00:00,
a_3703360509,content_view,2026-05-11 22:00:00,
a_1832758080,content_view,2026-07-26 08:00:00,
a_6340988600,company_search,2026-02-11 04:00:00,Citi
a_4080938374,content_view,2026-06-22 22:00:00,
a_6643303842,content_view,2026-06-03 17:00:00,
a_2939192743,login,2026-04-29 12:00:00,
a_9681170791,content_view,2026-04-19 16:00:00,
a_6596409423,login,2026-05-24 18:00:00,
a_8326287686,company_search,2026-02-26 02:00:00,Jefferies
a_6696307333,content_view,2026-04-11 19:00:00,
a_9451294938,content_view,2026-05-22 12:00:00,
a_9855350551,forum_post,2026-03-17 10:00:00,
a_8764189207,content_view,2026-04-25 05:00:00,
a_4048953003,login,2026-05-21 10:00:00,
a_8302471997,login,2026-05-06 09:00:00,
a_6656840329,login,2026-04-16 16:00:00,
a_6866448577,login,2026-01-21 06:00:00,
a_8271556900,forum_post,2026-02-14 05:00:00,
a_1212289709,content_view,2026-07-16 07:00:00,
a_5113310250,company_search,2026-06-28 13:00:00,Blackstone
a_3084067866,content_view,2026-03-05 17:00:00,
a_4460731829,company_search,2026-06-18 11:00:00,Goldman Sachs
a_6936727792,forum_post,2026-04-10 23:00:00,
a_3473154385,mentor_booking,2026-07-04 21:00:00,
a_1319016047,forum_post,2026-07-07 23:00:00,
a_1647647103,course_preview,2026-03-08 06:00:00,Valuation
a_7979253999,content_view,2026-06-29 13:00:00,
a_7365916388,content_view,2026-05-06 21:00:00,
a_1758449721,company_search,2026-01-12 20:00:00,Bank of America
a_7728403495,content_view,2026-05-03 21:00:00,
